,index,date,content,renderedContent,hashtags,likeCount,location
1495,1495,2021-11-30 06:39:26+00:00,"""The #pandemic has unleashed a historic burst in #entrepreneurship and self-employment. Hundreds of thousands of Americans are striking out on their own as consultants, #retailers and small-business owners."" 

#entrepreneur #startup #wfh #GreatResignation
https://t.co/hfY4NYx9Wi","""The #pandemic has unleashed a historic burst in #entrepreneurship and self-employment. Hundreds of thousands of Americans are striking out on their own as consultants, #retailers and small-business owners."" 

#entrepreneur #startup #wfh #GreatResignation
wsj.com/articles/worke…","('pandemic', 'entrepreneurship', 'retailers', 'entrepreneur', 'startup', 'wfh', 'GreatResignation')",0,Los Angeles
1496,1496,2021-11-12 15:30:51+00:00,"Our next event focuses on the challenges of nurturing a work environment for our blended WFH &amp; in-person workforce. (To 𝗥𝗘𝗚𝗜𝗦𝗧𝗘𝗥 click on the link below.)

#leadership #remoteworking #wfh #humanresources @eventbrite #eventbrite

 https://t.co/rjENsw2WYF","Our next event focuses on the challenges of nurturing a work environment for our blended WFH &amp; in-person workforce. (To 𝗥𝗘𝗚𝗜𝗦𝗧𝗘𝗥 click on the link below.)

#leadership #remoteworking #wfh #humanresources @eventbrite #eventbrite

 eventbrite.com/e/remote-leade…","('leadership', 'remoteworking', 'wfh', 'humanresources', 'eventbrite')",1,Los Angeles
1497,1497,2021-12-14 21:05:29+00:00,I am one of those who needs to put on perfume when working from home. 🥺 #Weirdo #wfh #wfhlife,I am one of those who needs to put on perfume when working from home. 🥺 #Weirdo #wfh #wfhlife,"('Weirdo', 'wfh', 'wfhlife')",7,Los Angeles
1498,1498,2021-12-02 04:07:27+00:00,"In #WFH-news: I use walnut shell cat litter and keep the 💩 in a tiny bucket on my back porch, which a squirrel decided to knock over today and munch on the walnut-coated💩 for his lunch","In #WFH-news: I use walnut shell cat litter and keep the 💩 in a tiny bucket on my back porch, which a squirrel decided to knock over today and munch on the walnut-coated💩 for his lunch","('WFH',)",0,Los Angeles
1499,1499,2022-01-29 23:21:45+00:00,"Could you not? #work #workmemes #thesituation
#workfromhome #wfh #colleagues #coworkers
@stupidresumes by @easy_repost_app
---------------------------------------- @ Los Angeles, California https://t.co/w3Yk21gRkd","Could you not? #work #workmemes #thesituation
#workfromhome #wfh #colleagues #coworkers
@stupidresumes by @easy_repost_app
---------------------------------------- @ Los Angeles, California instagram.com/p/CZVQ3AvPoj-/…","('work', 'workmemes', 'thesituation', 'workfromhome', 'wfh', 'colleagues', 'coworkers')",0,Los Angeles
1500,1500,2022-01-11 05:29:48+00:00,"There's no need to be a stickler for spelling when the company your work for took all the vowels out its name.
Srsly
#WFH","There's no need to be a stickler for spelling when the company your work for took all the vowels out its name.
Srsly
#WFH","('WFH',)",1,Los Angeles
1501,1501,2022-01-05 05:48:34+00:00,"Compact #livestreaming and #WFH solution from @RolandGlobal with a not so cool name 

Introducing the Roland UVC-02 Web Presentation Dock

https://t.co/Fedx0DtVbq","Compact #livestreaming and #WFH solution from @RolandGlobal with a not so cool name 

Introducing the Roland UVC-02 Web Presentation Dock

youtu.be/lazD6PLig48","('livestreaming', 'WFH')",0,Los Angeles
1502,1502,2022-02-24 19:25:20+00:00,"#wfh is often pretty awesome when you’ve an infant in your life, but this mamma was going a bit stir crazy and is soooo happy to be on campus today and seeing her lovely labmates #IRL

#ovariancancer #endometriosis #generegulation #transcriptionfactors #singlecell #mummyscientist https://t.co/zlDhXdNhJU","#wfh is often pretty awesome when you’ve an infant in your life, but this mamma was going a bit stir crazy and is soooo happy to be on campus today and seeing her lovely labmates #IRL

#ovariancancer #endometriosis #generegulation #transcriptionfactors #singlecell #mummyscientist https://t.co/zlDhXdNhJU","('wfh', 'IRL', 'ovariancancer', 'endometriosis', 'generegulation', 'transcriptionfactors', 'singlecell', 'mummyscientist')",13,Los Angeles
1503,1503,2022-02-24 16:10:55+00:00,"Sometimes, I work from the living room couch.
#wfh #workingwithdogs #workingwithcats #catanddoglove #femalefilmmaker #screenwriter @ Culver City, California https://t.co/WIWmEXym2x","Sometimes, I work from the living room couch.
#wfh #workingwithdogs #workingwithcats #catanddoglove #femalefilmmaker #screenwriter @ Culver City, California instagram.com/p/CaXcOI1JaGR/…","('wfh', 'workingwithdogs', 'workingwithcats', 'catanddoglove', 'femalefilmmaker', 'screenwriter')",0,Los Angeles
1504,1504,2022-02-21 02:39:36+00:00,"Meet my #WFH #LifeatATT @ATTPolicyCA colleague, Andie🐾 — she enjoyed all the #SuperBowlLVI treats 🍔🍗🥩

Our very own #TherapyDog, not “official” 😉 like @FirstNet’s Dex 🐶🐾

Thank you @ATT for the jersey &amp; @attJOBS for the #puppylove 💙 #LoveYourPetDay @_Jose_Cornejo 
#puppy https://t.co/oCkqFzX4JF","Meet my #WFH #LifeatATT @ATTPolicyCA colleague, Andie🐾 — she enjoyed all the #SuperBowlLVI treats 🍔🍗🥩

Our very own #TherapyDog, not “official” 😉 like @FirstNet’s Dex 🐶🐾

Thank you @ATT for the jersey &amp; @attJOBS for the #puppylove 💙 #LoveYourPetDay @_Jose_Cornejo 
#puppy twitter.com/attJOBS/status…","('WFH', 'LifeatATT', 'SuperBowlLVI', 'TherapyDog', 'puppylove', 'LoveYourPetDay', 'puppy')",4,Los Angeles
1505,1505,2022-02-17 20:28:17+00:00,rooftop work days ft. Celsius and this beautiful Los Angeles weather. ☀️  #WFH #LoveWhereYouWork https://t.co/Pj5QxoQirm,rooftop work days ft. Celsius and this beautiful Los Angeles weather. ☀️  #WFH #LoveWhereYouWork https://t.co/Pj5QxoQirm,"('WFH', 'LoveWhereYouWork')",9,Los Angeles
1506,1506,2022-03-22 21:01:40+00:00,Todays #wfh view @ Downtown Los Angeles https://t.co/61xVaqura1,Todays #wfh view @ Downtown Los Angeles instagram.com/p/Cba6Kabvrt6/…,"('wfh',)",0,Los Angeles
1507,1507,2022-03-18 20:18:09+00:00,My new coworkers 😄 #wfh #ducks #springtime @ Playa del Rey https://t.co/ktEM2Gx1kN,My new coworkers 😄 #wfh #ducks #springtime @ Playa del Rey instagram.com/p/CbQiAUzvHum/…,"('wfh', 'ducks', 'springtime')",0,Los Angeles
1508,1508,2022-03-07 18:10:43+00:00,This cup of #coffee and #TheDonnas are rocking my Monday morning. #caffeine #wfh,This cup of #coffee and #TheDonnas are rocking my Monday morning. #caffeine #wfh,"('coffee', 'TheDonnas', 'caffeine', 'wfh')",1,Los Angeles
1509,1509,2022-03-04 18:44:53+00:00,And people say #wfh isnt here to stay https://t.co/U3SYb1Y5hF,And people say #wfh isnt here to stay https://t.co/U3SYb1Y5hF,"('wfh',)",1,Los Angeles
1510,1510,2022-03-02 02:50:19+00:00,"I wish he hadn’t said that. We still live amongst the non believers! The ones who never wore masks or think this is still a hoax. I’m seeing a lot of bullshit ahead!

Pfizer antiviral pills…

He wants people to go back to the office bc he is at his! LMAO! #WFH","I wish he hadn’t said that. We still live amongst the non believers! The ones who never wore masks or think this is still a hoax. I’m seeing a lot of bullshit ahead!

Pfizer antiviral pills…

He wants people to go back to the office bc he is at his! LMAO! #WFH","('WFH',)",0,Los Angeles
1511,1511,2020-03-28 15:12:34+00:00,Sanitized for your protection ... with freshly washed hands🖐🏻 and mask😷 in place my parter Mark ready for an exciting #Saturday of #WFH ... oh what has happened to us in STILL Fabulous #LasVegas? One thing is for sure I’m having a serious case of buffet🥩🥗withdrawal. #StayHome https://t.co/db12G46f4K,Sanitized for your protection ... with freshly washed hands🖐🏻 and mask😷 in place my parter Mark ready for an exciting #Saturday of #WFH ... oh what has happened to us in STILL Fabulous #LasVegas? One thing is for sure I’m having a serious case of buffet🥩🥗withdrawal. #StayHome https://t.co/db12G46f4K,"('Saturday', 'WFH', 'LasVegas', 'StayHome')",4,Las Vegas
1512,1512,2020-03-27 23:08:21+00:00,"WORKING FROM HOME TIPS &amp; HOME OFFICE TOUR ☕️🙏🏼🎥: https://t.co/C7tQb3kHS9

Thank you @ATT1Powell and their #WFH campaign for the inspiration and my Patreon Patrons for their support 🖤 https://t.co/H1OMP0WbNO","WORKING FROM HOME TIPS &amp; HOME OFFICE TOUR ☕️🙏🏼🎥: patreon.com/posts/35340935

Thank you @ATT1Powell and their #WFH campaign for the inspiration and my Patreon Patrons for their support 🖤 https://t.co/H1OMP0WbNO","('WFH',)",48,Las Vegas
1513,1513,2020-03-27 19:07:55+00:00,Reposted from indeedworks Remember: You’re not alone. Learn tools to adapt to this changing work environment with our COVID-19 Resources 💖✊🤙🌍 #covid19 #jobsearch #indeed #coronavirus #wfh #remotework #careeradvice  -… https://t.co/ger31J5mec,Reposted from indeedworks Remember: You’re not alone. Learn tools to adapt to this changing work environment with our COVID-19 Resources 💖✊🤙🌍 #covid19 #jobsearch #indeed #coronavirus #wfh #remotework #careeradvice  -… instagram.com/p/B-P41BZhH8U/…,"('covid19', 'jobsearch', 'indeed', 'coronavirus', 'wfh', 'remotework', 'careeradvice')",0,Las Vegas
1514,1514,2020-03-26 12:42:40+00:00,"At Zappos, we still live our core values and continue to deliver WOW service while working from home! 

#zappos #corevalues #cx #wfh  #companyculture 

https://t.co/1EVPQDg4Hb","At Zappos, we still live our core values and continue to deliver WOW service while working from home! 

#zappos #corevalues #cx #wfh  #companyculture 

youtu.be/ERp3K4lwpxA","('zappos', 'corevalues', 'cx', 'wfh', 'companyculture')",1,Las Vegas
1515,1515,2020-03-25 19:56:37+00:00,Thinking of my friends in the Vegas RBO (&amp; our many visitors from the field) 💌 miss you! #WestIsBest #BossVegas #MoneyTeam #WFH #TooManyPeopleToTag😂 https://t.co/oO14JG8iDt,Thinking of my friends in the Vegas RBO (&amp; our many visitors from the field) 💌 miss you! #WestIsBest #BossVegas #MoneyTeam #WFH #TooManyPeopleToTag😂 https://t.co/oO14JG8iDt,"('WestIsBest', 'BossVegas', 'MoneyTeam', 'WFH', 'TooManyPeopleToTag')",27,Las Vegas
1516,1516,2020-03-25 18:31:19+00:00,Working from home now my chef made me breakfast and techsupport on call. Too bad it has to come to this to have this opportunity #blessed #WFH #fcv #HumpDay 🙏🙏🙏,Working from home now my chef made me breakfast and techsupport on call. Too bad it has to come to this to have this opportunity #blessed #WFH #fcv #HumpDay 🙏🙏🙏,"('blessed', 'WFH', 'fcv', 'HumpDay')",1,Las Vegas
1517,1517,2020-03-24 01:50:02+00:00,"Me: ""k, Woofie, pose like it's picture day""
Woofie: *puts paw on armrest, tilts head* 
Me: 😭💀 that's my baby!  

#Puparazzi #NationalPuppyDay 🐶 #VegasPup #OnlyVegas #TheGoodestGirl #WFH #Coworker #WoofieSparkle https://t.co/OdxzPiII7E","Me: ""k, Woofie, pose like it's picture day""
Woofie: *puts paw on armrest, tilts head* 
Me: 😭💀 that's my baby!  

#Puparazzi #NationalPuppyDay 🐶 #VegasPup #OnlyVegas #TheGoodestGirl #WFH #Coworker #WoofieSparkle https://t.co/OdxzPiII7E","('Puparazzi', 'NationalPuppyDay', 'VegasPup', 'OnlyVegas', 'TheGoodestGirl', 'WFH', 'Coworker', 'WoofieSparkle')",22,Las Vegas
1518,1518,2020-03-23 20:43:37+00:00,"Looks like my office assistant has a case of the Mondays. Slacker.

#dogsofig #wfhlife #wfh #chihuahuasofinstagram #mollyworm #officeassistant #caseofthemondays @ Las Vegas, Nevada https://t.co/16u8QtvlPT","Looks like my office assistant has a case of the Mondays. Slacker.

#dogsofig #wfhlife #wfh #chihuahuasofinstagram #mollyworm #officeassistant #caseofthemondays @ Las Vegas, Nevada instagram.com/p/B-FwmaUD23I/…","('dogsofig', 'wfhlife', 'wfh', 'chihuahuasofinstagram', 'mollyworm', 'officeassistant', 'caseofthemondays')",0,Las Vegas
1519,1519,2020-03-20 19:18:13+00:00,"Working from home now too...
@AlainRochefort marctheroberts @kalenallmanding @vinnimasteguim @bergleboy lyleblaker @ChelseaaaKaye moonmansays @tammsz franciscomangelo steph.dahl @bluemangroup 
#WFH #WorkingFromHome… https://t.co/IRvzlPeCZa","Working from home now too...
@AlainRochefort marctheroberts @kalenallmanding @vinnimasteguim @bergleboy lyleblaker @ChelseaaaKaye moonmansays @tammsz franciscomangelo steph.dahl @bluemangroup 
#WFH #WorkingFromHome… instagram.com/p/B993yCrH2nG/…","('WFH', 'WorkingFromHome')",4,Las Vegas
1520,1520,2020-03-19 17:15:14+00:00,"Good morning 🌞 
We were made to do hard things and face life’s most difficult challenges. Let’s not give up. But first—- BREAKFAST! 🥓☕️🥛🍳 #wfh
•
•
•
📍Las Vegas, Nevada
#BeYou #BeOriginal 
#RaneInLasVegas… https://t.co/DDZmumeuB7","Good morning 🌞 
We were made to do hard things and face life’s most difficult challenges. Let’s not give up. But first—- BREAKFAST! 🥓☕️🥛🍳 #wfh
•
•
•
📍Las Vegas, Nevada
#BeYou #BeOriginal 
#RaneInLasVegas… instagram.com/p/B97FkowFhvX/…","('wfh', 'BeYou', 'BeOriginal', 'RaneInLasVegas')",0,Las Vegas
1521,1521,2020-03-18 19:30:50+00:00,"Day ✌️ of #WFH with Woofie ✨ glad she now understands why I tell her ""Mama works hard to bring home the bacon (treats)"" 🥓 #WoofieWorks #WoofieWednesday https://t.co/sKWFVKqksR","Day ✌️ of #WFH with Woofie ✨ glad she now understands why I tell her ""Mama works hard to bring home the bacon (treats)"" 🥓 #WoofieWorks #WoofieWednesday https://t.co/sKWFVKqksR","('WFH', 'WoofieWorks', 'WoofieWednesday')",39,Las Vegas
1522,1522,2020-03-18 16:35:12+00:00,"I hired a temp to assist me while I’m #wfh #instaterrier #stayhomeforvegas @ Black Mountain, Henderson https://t.co/TNf5jOd9uY","I hired a temp to assist me while I’m #wfh #instaterrier #stayhomeforvegas @ Black Mountain, Henderson instagram.com/p/B94cMv8n_RC/…","('wfh', 'instaterrier', 'stayhomeforvegas')",0,Las Vegas
1523,1523,2020-03-17 01:39:30+00:00,"#WFH Diary, Day 1: Surprisingly productive. First Zoom meeting was weird. Excited to push out some unique content on USCTrojans dot com over the next few weeks.

Toughest part of the day was seeing businesses announce closures over email. Praying for all those employees.","#WFH Diary, Day 1: Surprisingly productive. First Zoom meeting was weird. Excited to push out some unique content on USCTrojans dot com over the next few weeks.

Toughest part of the day was seeing businesses announce closures over email. Praying for all those employees.","('WFH',)",0,Las Vegas
1524,1524,2020-03-16 17:06:49+00:00,"What's goin on, more time at home with the humons?! 🐶 Stay safe frens.
#shibainu #shiba #doggo #doge #japanesedog  #wfh #SocialDistancing #dogmodel #dog #wow #dogsoftwitter #lasvegas #shibalove  #doglovers #dailydoseofcute #sowow  #dogoftheday #shibe #koji_so_wow #vegas https://t.co/W2CbqlGqMb","What's goin on, more time at home with the humons?! 🐶 Stay safe frens.
#shibainu #shiba #doggo #doge #japanesedog  #wfh #SocialDistancing #dogmodel #dog #wow #dogsoftwitter #lasvegas #shibalove  #doglovers #dailydoseofcute #sowow  #dogoftheday #shibe #koji_so_wow #vegas https://t.co/W2CbqlGqMb","('shibainu', 'shiba', 'doggo', 'doge', 'japanesedog', 'wfh', 'SocialDistancing', 'dogmodel', 'dog', 'wow', 'dogsoftwitter', 'lasvegas', 'shibalove', 'doglovers', 'dailydoseofcute', 'sowow', 'dogoftheday', 'shibe', 'koji_so_wow', 'vegas')",3,Las Vegas
1525,1525,2020-03-16 07:28:41+00:00,Resume out &amp; interviews were scheduled now cancelled due to #CoronavirusOutbreak this #QuarantineLife is throwing a monkey wrench in my job search. Looking for a #WFH now lol,Resume out &amp; interviews were scheduled now cancelled due to #CoronavirusOutbreak this #QuarantineLife is throwing a monkey wrench in my job search. Looking for a #WFH now lol,"('CoronavirusOutbreak', 'QuarantineLife', 'WFH')",0,Las Vegas
1526,1526,2020-04-29 20:47:11+00:00,"#Emma took over my chair and says she can do my job 🤷🏽‍♂️ #EmmaCat #MainCoon #MainCoonMix #WFH #Vegas #LasVegas #QuaranKitty #Catsofinsta #catsofinstagram @ Las Vegas, Nevada https://t.co/HaPAnmHqG2","#Emma took over my chair and says she can do my job 🤷🏽‍♂️ #EmmaCat #MainCoon #MainCoonMix #WFH #Vegas #LasVegas #QuaranKitty #Catsofinsta #catsofinstagram @ Las Vegas, Nevada instagram.com/p/B_lCbE1BqjU/…","('Emma', 'EmmaCat', 'MainCoon', 'MainCoonMix', 'WFH', 'Vegas', 'LasVegas', 'QuaranKitty', 'Catsofinsta', 'catsofinstagram')",0,Las Vegas
1527,1527,2020-04-24 21:13:54+00:00,"Getting better with content #development and #design. I don’t mean to toot my own horn, but #BeepBeep. 

For those looking to spice up their #Zoom meetings, please check out this easy, but fun ice breaker! 

#WFH #AppreciativeInquiry https://t.co/gmnMdyGhJs","Getting better with content #development and #design. I don’t mean to toot my own horn, but #BeepBeep. 

For those looking to spice up their #Zoom meetings, please check out this easy, but fun ice breaker! 

#WFH #AppreciativeInquiry twitter.com/Center_for_AI/…","('development', 'design', 'BeepBeep', 'Zoom', 'WFH', 'AppreciativeInquiry')",2,Las Vegas
1528,1528,2020-04-23 21:34:17+00:00,"Day 34 of Work from Home - had to wipe down my headset, not because of possibly spreading germs. Had to wipe off some excess strawberry jam from eating PB&amp;J sandwiches at my workstation between calls. #WFH #LockdownLife #","Day 34 of Work from Home - had to wipe down my headset, not because of possibly spreading germs. Had to wipe off some excess strawberry jam from eating PB&amp;J sandwiches at my workstation between calls. #WFH #LockdownLife #","('WFH', 'LockdownLife')",0,Las Vegas
1529,1529,2020-04-23 20:26:17+00:00,"No matter how hard I work, Hallie always wins Supervisor of the Year. 

Who has been your ‘supervisor’ since #WFH? Kids? Pets? Spouse? All of the above?

#COVID19 #QuarantineLife #LeadershipMatters #wfhlife https://t.co/PUYNNFwHLI","No matter how hard I work, Hallie always wins Supervisor of the Year. 

Who has been your ‘supervisor’ since #WFH? Kids? Pets? Spouse? All of the above?

#COVID19 #QuarantineLife #LeadershipMatters #wfhlife https://t.co/PUYNNFwHLI","('WFH', 'COVID19', 'QuarantineLife', 'LeadershipMatters', 'wfhlife')",5,Las Vegas
1530,1530,2020-04-23 07:33:11+00:00,"Vegas Royalty Men’s and Women’s Basic Sport Polos available now!

#vegasroyalty #vr #vegasroyaltylv #vegas #royalty #basicscollection #basics #collection #wfh #workfromhome #lasvegas #fashion #lifestyle #brand… https://t.co/NAU0syjh7S","Vegas Royalty Men’s and Women’s Basic Sport Polos available now!

#vegasroyalty #vr #vegasroyaltylv #vegas #royalty #basicscollection #basics #collection #wfh #workfromhome #lasvegas #fashion #lifestyle #brand… instagram.com/p/B_UKyNvAiE1/…","('vegasroyalty', 'vr', 'vegasroyaltylv', 'vegas', 'royalty', 'basicscollection', 'basics', 'collection', 'wfh', 'workfromhome', 'lasvegas', 'fashion', 'lifestyle', 'brand')",0,Las Vegas
1531,1531,2020-04-22 22:21:08+00:00,"My desk faces the backyard &amp; there is sliding glass door to the deck. The quail are so loud outside that my colleagues on a videoconference could hear them - no one knew what they were. Someone asked if I lived in #JurassicWorld 🤣🤣🤣 @dsyzdek @geococcyxcal 
#BirdTherapy #WFH","My desk faces the backyard &amp; there is sliding glass door to the deck. The quail are so loud outside that my colleagues on a videoconference could hear them - no one knew what they were. Someone asked if I lived in #JurassicWorld 🤣🤣🤣 @dsyzdek @geococcyxcal 
#BirdTherapy #WFH","('JurassicWorld', 'BirdTherapy', 'WFH')",15,Las Vegas
1532,1532,2020-04-22 13:45:32+00:00,#WFH #QuaratineLife #quarantinedkids Got off conference call and went to find kids... They have lost it! https://t.co/8jWvhakt6B,#WFH #QuaratineLife #quarantinedkids Got off conference call and went to find kids... They have lost it! https://t.co/8jWvhakt6B,"('WFH', 'QuaratineLife', 'quarantinedkids')",7,Las Vegas
1533,1533,2020-04-21 15:17:14+00:00,"Things to do in a #pandemic?! Order new flooring for your onepeloton ""room"" and your home office! 👌🚲💞
.
.
#decor #bedroomdecor #peloton #homeoffice #WFH #realtor #realestate #realtorcoach #homeworkout #fitness @… https://t.co/xlHOZq6EuY","Things to do in a #pandemic?! Order new flooring for your onepeloton ""room"" and your home office! 👌🚲💞
.
.
#decor #bedroomdecor #peloton #homeoffice #WFH #realtor #realestate #realtorcoach #homeworkout #fitness @… instagram.com/p/B_P2TRnHXzx/…","('pandemic', 'decor', 'bedroomdecor', 'peloton', 'homeoffice', 'WFH', 'realtor', 'realestate', 'realtorcoach', 'homeworkout', 'fitness')",0,Las Vegas
1534,1534,2020-04-16 04:41:03+00:00,"If you haven’t considered doing a Zoom in a closet, I’m jealous cuz you’re without kids or pets and have low stress levels.  #coronapocalypse #WFH #WorkFromHome","If you haven’t considered doing a Zoom in a closet, I’m jealous cuz you’re without kids or pets and have low stress levels.  #coronapocalypse #WFH #WorkFromHome","('coronapocalypse', 'WFH', 'WorkFromHome')",1,Las Vegas
1535,1535,2020-04-14 20:02:56+00:00,"Enjoying some informative and motivating sessions during {virtual} Global Meetings Industry Day 2020! @mpi #gmid2020 #wfh #stayingsane #theshowwillgoon @ Las Vegas, Nevada https://t.co/ossJKyo8z3","Enjoying some informative and motivating sessions during {virtual} Global Meetings Industry Day 2020! @mpi #gmid2020 #wfh #stayingsane #theshowwillgoon @ Las Vegas, Nevada instagram.com/p/B--Vb0kHnXf/…","('gmid2020', 'wfh', 'stayingsane', 'theshowwillgoon')",0,Las Vegas
1536,1536,2020-04-10 17:00:23+00:00,"No, Hazel. This is MY office chair. (When you have rude co-workers.) 🙄

.
.
#yorkiepom #dogs #coworkers #wfh #realestate #realtorlife #coach #dogslife @ Michaelann Byerly - Your Vegas Home Team https://t.co/qAGXg3DvvF","No, Hazel. This is MY office chair. (When you have rude co-workers.) 🙄

.
.
#yorkiepom #dogs #coworkers #wfh #realestate #realtorlife #coach #dogslife @ Michaelann Byerly - Your Vegas Home Team instagram.com/p/B-ztXIhHm4R/…","('yorkiepom', 'dogs', 'coworkers', 'wfh', 'realestate', 'realtorlife', 'coach', 'dogslife')",0,Las Vegas
1537,1537,2020-04-09 03:16:12+00:00,"#WFH Tip 👇
Find time to soak in the VIEWS 🤩

What’s keeping you inspired?!

#SWDSO #BossVegas 🎲 https://t.co/UE4AC5J2Ki","#WFH Tip 👇
Find time to soak in the VIEWS 🤩

What’s keeping you inspired?!

#SWDSO #BossVegas 🎲 https://t.co/UE4AC5J2Ki","('WFH', 'SWDSO', 'BossVegas')",22,Las Vegas
1538,1538,2020-04-08 21:03:16+00:00,"I love the rain, especially when I'm at home #lovetherain #WFH 🥰🥰😍😍","I love the rain, especially when I'm at home #lovetherain #WFH 🥰🥰😍😍","('lovetherain', 'WFH')",0,Las Vegas
1539,1539,2020-04-08 00:19:17+00:00,I think Woofie is over me talking to my computer 😬 She was a good road dog for five hours of video conference calls today though 🐶👑  #TheGoodestGirl #ConferenceCallWarriors #WoofieSparkle #WFH #BeYou #WestIsBest https://t.co/IfR7rixDZd,I think Woofie is over me talking to my computer 😬 She was a good road dog for five hours of video conference calls today though 🐶👑  #TheGoodestGirl #ConferenceCallWarriors #WoofieSparkle #WFH #BeYou #WestIsBest https://t.co/IfR7rixDZd,"('TheGoodestGirl', 'ConferenceCallWarriors', 'WoofieSparkle', 'WFH', 'BeYou', 'WestIsBest')",43,Las Vegas
1540,1540,2020-04-03 18:48:22+00:00,"#SocialDistancing got you sleeping in, skipping showers, and not wearing pants? Why not stop shaving too?!
🧔 our #zapposengage team is hosting a Very Manly Beard Contest for Zapponians! 
👨‍🦰
#beardlife #wfh #callcenterlife #lasvegas #corevalues #cx #companyculture #zapposculture https://t.co/FvQqv0ycyZ","#SocialDistancing got you sleeping in, skipping showers, and not wearing pants? Why not stop shaving too?!
🧔 our #zapposengage team is hosting a Very Manly Beard Contest for Zapponians! 
👨‍🦰
#beardlife #wfh #callcenterlife #lasvegas #corevalues #cx #companyculture #zapposculture https://t.co/FvQqv0ycyZ","('SocialDistancing', 'zapposengage', 'beardlife', 'wfh', 'callcenterlife', 'lasvegas', 'corevalues', 'cx', 'companyculture', 'zapposculture')",3,Las Vegas
1541,1541,2020-04-03 13:46:34+00:00,"Friday work from home vibe!
#wfh
#workingfromhome
#stayhome
#fridayvibes
#tshirtgamestrong @ Henderson, Nevada https://t.co/L0FQAOT7e2","Friday work from home vibe!
#wfh
#workingfromhome
#stayhome
#fridayvibes
#tshirtgamestrong @ Henderson, Nevada instagram.com/p/B-hVnrBnH0q/…","('wfh', 'workingfromhome', 'stayhome', 'fridayvibes', 'tshirtgamestrong')",2,Las Vegas
1542,1542,2020-04-02 04:30:17+00:00,"Northwest Area marketing link up with guest appearances by pups, cats &amp; @derricktouch + @ChrisAPdx 's hats 🎩 #WestIsBest #WoofieWednesday #BeYou #NewTMobile #WFH https://t.co/sz29qTakjK","Northwest Area marketing link up with guest appearances by pups, cats &amp; @derricktouch + @ChrisAPdx 's hats 🎩 #WestIsBest #WoofieWednesday #BeYou #NewTMobile #WFH https://t.co/sz29qTakjK","('WestIsBest', 'WoofieWednesday', 'BeYou', 'NewTMobile', 'WFH')",32,Las Vegas
1543,1543,2020-04-01 00:15:43+00:00,When everyone is working from home...courtesy of my co-worker #zapposlobby #zappos #zapposculture #wfh https://t.co/cYxpBxI7od,When everyone is working from home...courtesy of my co-worker #zapposlobby #zappos #zapposculture #wfh https://t.co/cYxpBxI7od,"('zapposlobby', 'zappos', 'zapposculture', 'wfh')",4,Las Vegas
1544,1544,2020-05-26 20:20:29+00:00,"Bobby's desk...ALWAYS neater than mine. 🤷🏼‍♀️
.
.
#wfh #workfromhome #newnormal #homeoffice @ Michaelann Byerly - Your Vegas Home Team https://t.co/knEemAeHcu","Bobby's desk...ALWAYS neater than mine. 🤷🏼‍♀️
.
.
#wfh #workfromhome #newnormal #homeoffice @ Michaelann Byerly - Your Vegas Home Team instagram.com/p/CAqg07LnARS/…","('wfh', 'workfromhome', 'newnormal', 'homeoffice')",0,Las Vegas
1545,1545,2020-05-23 00:17:06+00:00,"Feelin this @gwenstefani @halsey 🦄 look! Learning how to style my own hair for WFH in my comfy new @MICHI_New_York #WFH #HappyFriday @ Las Vegas, Nevada https://t.co/JEtdqGhcnH","Feelin this @gwenstefani @halsey 🦄 look! Learning how to style my own hair for WFH in my comfy new @MICHI_New_York #WFH #HappyFriday @ Las Vegas, Nevada instagram.com/p/CAgouVRHFPa/…","('WFH', 'HappyFriday')",1,Las Vegas
1546,1546,2020-05-20 16:20:57+00:00,"My grandpa tells stories of having to walk uphill, both ways to/from school. I’d roll my eyes &amp; laugh bc that’s impossible - or so I thought. I didn’t understand what he meant ‘til I took up running. Everything feels like a hill! Hills everywhere #NewPR #wfh #exercise #StayActive https://t.co/vkNFoF52rO","My grandpa tells stories of having to walk uphill, both ways to/from school. I’d roll my eyes &amp; laugh bc that’s impossible - or so I thought. I didn’t understand what he meant ‘til I took up running. Everything feels like a hill! Hills everywhere #NewPR #wfh #exercise #StayActive https://t.co/vkNFoF52rO","('NewPR', 'wfh', 'exercise', 'StayActive')",4,Las Vegas
1547,1547,2020-05-18 22:42:25+00:00,"Playing around with video creation &amp; editing - not too bad for a complete novice, right??? 

Though overwhelmed, I am excited to learn how to creatively introduce #AppreciativeInquiry concepts to a larger audience 

#WFH #consultant #wfhlife https://t.co/B76BlciDpG","Playing around with video creation &amp; editing - not too bad for a complete novice, right??? 

Though overwhelmed, I am excited to learn how to creatively introduce #AppreciativeInquiry concepts to a larger audience 

#WFH #consultant #wfhlife twitter.com/Center_for_AI/…","('AppreciativeInquiry', 'WFH', 'consultant', 'wfhlife')",2,Las Vegas
